CODI_PROVINCIA,PROVINCIA,CODI_MUNICIPI,MUNICIPI,ESTACIO,CODI_CONTAMINANT,ANY,MES,DIA,H01,V01,H02,V02,H03,V03,H04,V04,H05,V05,H06,V06,H07,V07,H08,V08,H09,V09,H10,V10,H11,V11,H12,V12,H13,V13,H14,V14,H15,V15,H16,V16,H17,V17,H18,V18,H19,V19,H20,V20,H21,V21,H22,V22,H23,V23,H24,V24
08,Barcelona,019,Barcelona,043,999,2023,8,23,21.3,V,19.4,V,17.3,V,17.4,V,17,V,14.8,V,15.8,V,13.9,V,14.1,V,17.6,V,11.2,V,14.3,V,12.8,V,11.5,V,16.5,V,18.9,V,16.4,V,15.7,V,16.2,V,16.6,V,18.1,V,20,V,21,V,20.1,V
08,Barcelona,019,Barcelona,043,999,2023,8,24,18.2,V,17.1,V,19,V,18.3,V,17.3,V,16.2,V,14.7,V,15.6,V,17.1,V,16.8,V,15.6,V,14.1,V,13.1,V,15.4,V,18.1,V,19.1,V,18.5,V,18.6,V,15.9,V,15.9,V,15.6,V,14.7,V,13.9,V,12.8,V
08,Barcelona,019,Barcelona,043,999,2023,8,25,,N,26.2,V,18.4,V,15.1,V,15.4,V,14.3,V,12.6,V,12.5,V,13,V,15.2,V,15.1,V,18,V,17.6,V,17,V,16.7,V,15.3,V,16.4,V,15.6,V,15.9,V,15,V,15.5,V,14,V,15.6,V,14,V
08,Barcelona,019,Barcelona,043,999,2023,8,26,16,V,13.1,V,14.2,V,14.2,V,13.2,V,15.6,V,17.9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,999,2023,8,23,18,V,13.1,V,14.2,V,13,V,12,V,13,V,11.8,V,11.7,V,11.1,V,13.3,V,13.1,V,10.4,V,9.6,V,10.1,V,10.3,V,11.9,V,10.9,V,13.3,V,15.2,V,14.9,V,17.6,V,19.6,V,13,V,14.7,V
08,Barcelona,019,Barcelona,054,999,2023,8,24,13.6,V,14.3,V,14.3,V,13.9,V,13.7,V,15.3,V,13.8,V,9.5,V,11.3,V,10.7,V,10.2,V,8.7,V,11.6,V,16.8,V,22.4,V,19.1,V,19.2,V,17.3,V,11.3,V,11.4,V,10.3,V,8,V,9.5,V,11,V
08,Barcelona,019,Barcelona,054,999,2023,8,25,,N,12.3,V,12.7,V,11,V,12.1,V,11.5,V,11.5,V,11.2,V,8.9,V,6,V,9.5,V,11.1,V,11.6,V,14.9,V,17.6,V,17,V,16.2,V,16.7,V,12.8,V,11,V,12.2,V,10.9,V,9.7,V,9.7,V
08,Barcelona,019,Barcelona,054,999,2023,8,26,9.6,V,7.1,V,7,V,8,V,7.7,V,7.7,V,8.9,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,22,2023,8,23,2166,V,1320,V,1754,V,2612,V,3011,V,3307,V,4696,V,6845,V,5795,V,6937,V,7461,V,4334,V,2365,V,2303,V,2676,V,2194,V,2634,V,1473,V,1203,V,1468,V,1812,V,1765,V,2306,V,3829,V
08,Barcelona,019,Barcelona,043,22,2023,8,24,3815,V,4374,V,4617,V,2713,V,1907,V,2294,V,3094,V,3123,V,3946,V,3429,V,3714,V,3338,V,3501,V,2104,V,1342,V,1252,V,1192,V,1333,V,1425,V,1570,V,1309,V,1260,V,1186,V,906,V
08,Barcelona,019,Barcelona,043,22,2023,8,25,,N,829,V,749,V,740,V,812,V,1030,V,978,V,1084,V,1151,V,1503,V,2191,V,1522,V,2139,V,1728,V,1588,V,1272,V,1553,V,1184,V,1250,V,1371,V,1533,V,1553,V,1639,V,1363,V
08,Barcelona,019,Barcelona,043,22,2023,8,26,1535,V,1125,V,753,V,865,V,1106,V,928,V,850,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,22,2023,8,23,939,V,857,V,685,V,638,V,595,V,845,V,1526,V,2719,V,2601,V,1212,V,1150,V,2099,V,1784,V,1185,V,1090,V,1141,V,1026,V,973,V,737,V,808,V,1125,V,1433,V,1989,V,1031,V
08,Barcelona,019,Barcelona,054,22,2023,8,24,798,V,883,V,1030,V,1672,V,1912,V,2095,V,3096,V,5699,V,2162,V,1732,V,1727,V,2468,V,2349,V,1154,V,624,V,590,V,602,V,618,V,681,V,751,V,857,V,889,V,977,V,849,V
08,Barcelona,019,Barcelona,054,22,2023,8,25,,N,811,V,737,V,644,V,820,V,877,V,2439,V,2264,V,1216,V,698,V,821,V,905,V,830,V,706,V,635,V,654,V,644,V,645,V,654,V,570,V,612,V,589,V,598,V,674,V
08,Barcelona,019,Barcelona,054,22,2023,8,26,850,V,588,V,558,V,651,V,644,V,629,V,618,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,6,2023,8,23,0.3,V,0.2,V,0.3,V,0.5,V,0.5,V,0.5,V,0.6,V,1.1,V,1.2,V,0.9,V,0.6,V,0.5,V,0.4,V,0.3,V,0.4,V,0.4,V,0.5,V,0.4,V,0.3,V,0.4,V,0.4,V,0.3,V,0.4,V,0.6,V
08,Barcelona,019,Barcelona,043,6,2023,8,24,0.5,V,0.5,V,0.6,V,0.4,V,0.3,V,0.3,V,0.3,V,0.5,V,0.6,V,0.6,V,0.5,V,0.5,V,0.4,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.4,V,0.4,V,0.5,V,0.3,V,0.4,V,0.3,V
08,Barcelona,019,Barcelona,043,6,2023,8,25,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.4,V,0.4,V,0.3,V,0.3,V
08,Barcelona,019,Barcelona,043,6,2023,8,26,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,6,2023,8,23,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.5,V,1,V,0.6,V,0.5,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.4,V,0.6,V
08,Barcelona,019,Barcelona,044,6,2023,8,24,0.8,V,0.6,V,0.6,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,044,6,2023,8,25,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,044,6,2023,8,26,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,6,2023,8,23,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.5,V,0.5,V,0.5,V
08,Barcelona,019,Barcelona,057,6,2023,8,24,0.5,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.4,V,0.3,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,057,6,2023,8,25,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,057,6,2023,8,26,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,6,2023,8,23,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.4,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.4,V,0.2,V
08,Barcelona,019,Barcelona,054,6,2023,8,24,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.4,V,0.5,V,0.3,V,0.2,V,0.2,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,054,6,2023,8,25,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.3,V,0.3,V,0.3,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V
08,Barcelona,019,Barcelona,054,6,2023,8,26,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,0.2,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,997,2023,8,23,3860.2,V,3862.1,V,3861,V,3860.9,V,3854.6,V,3849,V,3848.8,V,3849.3,V,3841.1,V,3836,V,3877.9,V,3867.6,V,3861.1,V,3861,V,3865.8,V,3873,V,3867.4,V,3861.1,V,3861,V,3861,V,3861,V,3858.3,V,3850.9,V,3877.1,V
08,Barcelona,019,Barcelona,043,997,2023,8,24,3874.8,V,3873,V,3872.1,V,3876.4,V,3886.1,V,3885,V,3885,V,3883.8,V,3875.9,V,3874.8,V,3874,V,3873,V,3872.4,V,3865.7,V,3861.6,V,3861,V,3861,V,3870.6,V,3885,V,3884.2,V,3877.9,V,3873.9,V,3873,V,3873,V
08,Barcelona,019,Barcelona,043,997,2023,8,25,,N,3861,V,3861,V,3861,V,3861,V,3861,V,3860.6,V,3857.6,V,3852.4,V,3849.4,V,3849,V,3849,V,3848.9,V,3847.2,V,3861.8,V,3872.9,V,3869.5,V,3862.6,V,3861,V,3861,V,3861,V,3860.8,V,3858.7,V,3853.6,V
08,Barcelona,019,Barcelona,043,997,2023,8,26,3849.5,V,3849,V,3849,V,3849,V,3871.6,V,3873,V,3873,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,997,2023,8,23,3880,V,3880,V,3879.8,V,3876.8,V,3871.2,V,3868.4,V,3868,V,3868,V,3873,V,3892.8,V,3887.3,V,3880.5,V,3880,V,3880,V,3880,V,3880,V,3876.8,V,3869.5,V,3868,V,3868,V,3868,V,3868,V,3879.3,V,3869.8,V
08,Barcelona,019,Barcelona,054,997,2023,8,24,3868,V,3868,V,3868,V,3868,V,3863,V,3855.2,V,3855,V,3885,V,3905,V,3900.9,V,3893.7,V,3893,V,3893,V,3893,V,3893,V,3893,V,3893,V,3893,V,3926.8,V,3918.9,V,3918,V,3918,V,3918,V,3915.6,V
08,Barcelona,019,Barcelona,054,997,2023,8,25,,N,3904.4,V,3899.6,V,3894.1,V,3893,V,3893,V,3893,V,3893,V,3893,V,3893,V,3892.7,V,3890.4,V,3886.5,V,3883.7,V,3881.7,V,3880.2,V,3880,V,3880,V,3880,V,3914.6,V,3905,V,3905,V,3901.2,V,3894.1,V
08,Barcelona,019,Barcelona,054,997,2023,8,26,3893,V,3893,V,3893,V,3893,V,3893,V,3893,V,3893,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,996,2023,8,23,1138.8,V,1136.9,V,1138,V,1138.2,V,1144.4,V,1150,V,1150.2,V,1149.7,V,1157.9,V,1163,V,1121.1,V,1131.4,V,1137.9,V,1138,V,1133.2,V,1126,V,1131.6,V,1137.9,V,1138,V,1138,V,1138,V,1140.7,V,1148.1,V,1121.9,V
08,Barcelona,019,Barcelona,043,996,2023,8,24,1124.2,V,1126,V,1127,V,1122.6,V,1113,V,1114.1,V,1114.1,V,1115.3,V,1123.1,V,1124.2,V,1125,V,1126,V,1126.6,V,1133.3,V,1137.4,V,1138,V,1138,V,1128.4,V,1114,V,1114.8,V,1121.1,V,1125.1,V,1126,V,1126,V
08,Barcelona,019,Barcelona,043,996,2023,8,25,,N,1138,V,1138,V,1138,V,1138,V,1138,V,1138.4,V,1141.4,V,1146.6,V,1149.6,V,1150,V,1150,V,1150.1,V,1151.8,V,1137.2,V,1126.1,V,1129.5,V,1136.4,V,1138,V,1138,V,1138,V,1138.2,V,1140.3,V,1145.4,V
08,Barcelona,019,Barcelona,043,996,2023,8,26,1149.5,V,1150,V,1150,V,1150,V,1127.4,V,1126,V,1126,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,996,2023,8,23,1089,V,1089,V,1089.2,V,1092.2,V,1097.8,V,1100.7,V,1101,V,1101,V,1096,V,1076.3,V,1081.7,V,1088.5,V,1089,V,1089,V,1089,V,1089,V,1092.3,V,1099.5,V,1101,V,1101,V,1101,V,1101,V,1089.8,V,1099.2,V
08,Barcelona,019,Barcelona,054,996,2023,8,24,1101,V,1101,V,1101,V,1101,V,1106.1,V,1113.8,V,1114,V,1084,V,1064.1,V,1068.1,V,1075.3,V,1076,V,1076,V,1076,V,1076,V,1076,V,1076,V,1076,V,1042.2,V,1050.1,V,1051,V,1051,V,1051,V,1053.5,V
08,Barcelona,019,Barcelona,054,996,2023,8,25,,N,1064.7,V,1069.4,V,1075,V,1076,V,1076,V,1076,V,1076,V,1076,V,1076,V,1076.4,V,1078.7,V,1082.6,V,1085.4,V,1087.3,V,1088.9,V,1089,V,1089,V,1089,V,1054.5,V,1064,V,1064,V,1067.9,V,1075,V
08,Barcelona,019,Barcelona,054,996,2023,8,26,1076,V,1076,V,1076,V,1076,V,1076,V,1076,V,1076,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,998,2023,8,23,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V
08,Barcelona,019,Barcelona,043,998,2023,8,24,4999,V,4999,V,4999,V,4999,V,4999,V,4999.1,V,4999.1,V,4999.1,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V
08,Barcelona,019,Barcelona,043,998,2023,8,25,,N,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V
08,Barcelona,019,Barcelona,043,998,2023,8,26,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,4999,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,054,998,2023,8,23,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V
08,Barcelona,019,Barcelona,054,998,2023,8,24,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V
08,Barcelona,019,Barcelona,054,998,2023,8,25,,N,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V
08,Barcelona,019,Barcelona,054,998,2023,8,26,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,4969,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,050,7,2023,8,23,1,V,1,V,3,V,7,V,14,V,11,V,3,V,12,V,41,V,21,V,12,V,10,V,2,V,1,V,1,V,1,V,1,V,7,V,26,V,28,V,57,V,1,V,3,V,8,V
08,Barcelona,019,Barcelona,050,7,2023,8,24,28,V,46,V,41,V,4,V,1,V,1,V,2,V,1,V,6,V,5,V,3,V,1,V,2,V,6,V,9,V,7,V,7,V,8,V,4,V,10,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,050,7,2023,8,25,1,V,1,V,1,V,1,V,1,V,1,V,1,V,3,V,1,V,5,V,3,V,5,V,2,V,1,V,1,V,1,V,4,V,15,V,7,V,5,V,3,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,050,7,2023,8,26,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,043,7,2023,8,23,1,V,2,V,10,V,27,V,30,V,26,V,52,V,97,V,78,V,119,V,124,V,61,V,9,V,8,V,12,V,16,V,21,V,12,V,5,V,3,V,7,V,1,V,2,V,9,V
08,Barcelona,019,Barcelona,043,7,2023,8,24,4,V,10,V,27,V,9,V,3,V,5,V,6,V,21,V,30,V,20,V,22,V,26,V,14,V,8,V,8,V,7,V,7,V,11,V,9,V,6,V,7,V,4,V,4,V,2,V
08,Barcelona,019,Barcelona,043,7,2023,8,25,2,V,1,V,2,V,1,V,2,V,1,V,1,V,1,V,3,V,10,V,14,V,14,V,18,V,14,V,13,V,11,V,9,V,8,V,11,V,8,V,9,V,7,V,6,V,6,V
08,Barcelona,019,Barcelona,043,7,2023,8,26,7,V,3,V,3,V,4,V,3,V,3,V,3,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,044,7,2023,8,23,1,V,1,V,2,V,10,V,20,V,30,V,39,V,66,V,110,V,76,V,39,V,10,V,2,V,2,V,8,V,3,V,5,V,5,V,2,V,1,V,1,V,1,V,2,V,22,V
08,Barcelona,019,Barcelona,044,7,2023,8,24,35,V,42,V,64,V,2,V,3,V,3,V,4,V,3,V,13,V,6,V,8,V,13,V,9,V,2,V,4,V,3,V,3,V,1,V,3,V,3,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,044,7,2023,8,25,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,3,V,4,V,2,V,1,V,6,V,2,V,2,V,1,V,1,V,1,V,4,V,1,V,1,V
08,Barcelona,019,Barcelona,044,7,2023,8,26,2,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,058,7,2023,8,23,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,5,V,3,V,2,V,3,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,058,7,2023,8,24,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,4,V,4,V,8,V,5,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,058,7,2023,8,25,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,058,7,2023,8,26,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,057,7,2023,8,23,2,V,1,V,1,V,1,V,1,V,2,V,2,V,4,V,19,V,11,V,6,V,9,V,3,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,2,V,2,V
08,Barcelona,019,Barcelona,057,7,2023,8,24,1,V,1,V,1,V,1,V,1,V,3,V,6,V,17,V,10,V,10,V,8,V,6,V,4,V,2,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,7,2023,8,25,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V
08,Barcelona,019,Barcelona,057,7,2023,8,26,1,V,1,V,1,V,1,V,1,V,1,V,1,V,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
08,Barcelona,019,Barcelona,004,7,2023,8,23,1,V,4,V,3,V,2,V,1,V,1,V,3,V,3,V,7,V,12,V,16,V,11,V,2,V,1,V,1,V,1,V,1,V,2,V,6,V,11,V,18,V,20,V,15,V,19,V
08,Barcelona,019,Barcelona,004,7,2023,8,24,44,V,25,V,20,V,1,V,1,V,1,V,2,V,4,V,15,V,8,V,2,V,1,V,2,V,1,V,1,V,1,V,1,V,1,V,2,V,3,V,1,V,1,V,1,V,2,V
08,Barcelona,019,Barcelona,004,7,2023,8,25,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,1,V,3,V,2,V,2,V,2,V,2,V,1,V,1,V,1,V,1,V,1,V,1,V,2,V,1,V,1,V,1,V
